turno_pk,conv_pk,turno_idx,conversacion_id,text,fase,fase_conf,fase_source,prev_fase,next_fase
33460,1487,7,20250516-143101_953898795_FOHCASTI_mpaivan_24002069_CE09-all-_mp3cut.net_.txt,¿Cuándo ha cancelado?,,,,,NEGOCIACION_ACUERDO
33488,1488,14,20250516-143413_941105823_FOHCASTI_ialcalal_44798860_INCALL-all-_mp3cut.net_.txt,"Ya, ya, no se preocupe.",,,,CONSULTA_ACEPTACION,
33489,1488,15,20250516-143413_941105823_FOHCASTI_ialcalal_44798860_INCALL-all-_mp3cut.net_.txt,"Solo todo voy a cancelar. Los 4020 1, voy a cancelar, por favor, mami.",,,,,CIERRE
33570,1492,16,20250516-144211_954811840_FOHCASTI_tolanop_06899845_INCALL-all-_mp3cut.net_.txt,más altavoz. Para pagar directamente en la financiera va a tener que pagar los 1092.,,,,EXPOSICION_DEUDA,
33571,1492,17,20250516-144211_954811840_FOHCASTI_tolanop_06899845_INCALL-all-_mp3cut.net_.txt,"No, no. ¿Por qué? Pues yo no digo por qué tengo",,,,,APERTURA
33682,1497,17,20250516-150133_969134814_FOHCASTI_kavinazarh_02875104_CE09-all-_mp3cut.net_.txt,Tendría que asumir el importe total de la deuda.,,,,ADVERTENCIAS,
33742,1500,5,20250516-151752_991445555_FOHCASTI_cmendozav_43319666_CE38-all-_mp3cut.net_.txt,"cuánto, disculpe?",,,,APERTURA,
33743,1500,6,20250516-151752_991445555_FOHCASTI_cmendozav_43319666_CE38-all-_mp3cut.net_.txt,Si me,,,,,NEGOCIACION_ACUERDO
33868,1507,5,20250516-154652_934435172_FOHCASTI_ialcalal_22494215_CN70-all-_mp3cut.net_.txt,Porque él dio este número de referencia para localizarnos con él. No Por eso,,,,APERTURA,
33869,1507,6,20250516-154652_934435172_FOHCASTI_ialcalal_22494215_CN70-all-_mp3cut.net_.txt,"equivocado, él tiene otro número, su número, el primer número ese es un teléfono adicional que que se compró. ¿No entiende por qué llaman a este número de oficina?",,,,,
33870,1507,7,20250516-154652_934435172_FOHCASTI_ialcalal_22494215_CN70-all-_mp3cut.net_.txt,"El número del señor Dionisio, para poder localizarnos No,",,,,,NEGOCIACION_ACUERDO
33883,1508,6,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,Exacto.,,,,VALIDACION_IDENTIDAD,
33884,1508,7,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,Ya. ¿Y entonces cómo hace para comunicarse? Porque las llamadas que usted está recibiendo son para la señorita Rocío.,,,,,VALIDACION_IDENTIDAD
33888,1508,11,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,Tenemos que brindarle información judicial a ella. Usted me indica que no tiene,,,,VALIDACION_IDENTIDAD,
33889,1508,12,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,"¿Pero sobre qué? Pues, si había dado el número, regresé por algo.",,,,,
33890,1508,13,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,"Bueno, precisamente, porque el número le pertenece a ella, y si usted me está indicando que no tiene conocimiento o no tiene contacto con ella, imposible que le pueda brindar la información.",,,,,
33891,1508,14,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,"De igual manera ¿Es ese que me estás llamando, mejor estás cargando?",,,,,
33892,1508,15,20250516-154734_918716531_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,"Es imposible, señora, vamos a seguir llamando.",,,,,
33899,1509,7,20250516-155032_945437426_FOHCASTI_rhuamanb_44071728_CN65-all-_mp3cut.net_.txt,Área judicial de c r abogado. ¿Es algún familiar?,,,,VALIDACION_IDENTIDAD,
33900,1509,8,20250516-155032_945437426_FOHCASTI_rhuamanb_44071728_CN65-all-_mp3cut.net_.txt,"Área judicial de c r abogado. ¿Sobre qué tema, señorita?",,,,,VALIDACION_IDENTIDAD
34411,1535,5,20250517-095939_959171465_FOHCASTI_mpaivan_03364438_CE38-all-_mp3cut.net_.txt,"Ok. Estimada Ramos, ¿desea recibir información ahora mismo vía telefónica de la campaña que tiene habilitada?",,,,ADVERTENCIAS,
34412,1535,6,20250517-095939_959171465_FOHCASTI_mpaivan_03364438_CE38-all-_mp3cut.net_.txt,"¿Se acuerda o no sé si usted misma fue la que llamó? Que yo le dije que iba, por ejemplo.",,,,,
34413,1535,7,20250517-095939_959171465_FOHCASTI_mpaivan_03364438_CE38-all-_mp3cut.net_.txt,"Disculpe. ¿Se puede acercar un poquito más a su micrófono, por favor?",,,,,EXPOSICION_DEUDA
34482,1536,38,20250517-101321_939873332_FOHCASTI_tolanop_80128578_CE10-all-_mp3cut.net_.txt,¿Pero acá no hay en en donde yo en donde yo vivo no hay,,,,CIERRE,
34483,1536,39,20250517-101321_939873332_FOHCASTI_tolanop_80128578_CE10-all-_mp3cut.net_.txt,"esa plataforma? Porque es es supermercado. O sea, eso no tiene chica. ¿No? No es grande. Donde usted vive en Plaza Vea, no hay ningún módulo de financiero, porque en la en la Plaza Vea siempre hay un módulo, siempre hay algún representante de financiera o ellos le dejan",,,,,
34484,1536,40,20250517-101321_939873332_FOHCASTI_tolanop_80128578_CE10-all-_mp3cut.net_.txt,"Bueno, pero ahí no ofrecen tarjetas, no ofrecen nada. Pero igual, voy a ir al del centro cívico, ahí se atienden. ¿Verdad?",,,,,CIERRE
34572,1542,8,20250519-080726_947936210_FOHCASTI_mpaivan_40465650_INCALL-all-_mp3cut.net_.txt,"Ok. Estimado, ¿estaríamos contando con su pago? Señorita.",,,,EXPOSICION_DEUDA,
34573,1542,9,20250519-080726_947936210_FOHCASTI_mpaivan_40465650_INCALL-all-_mp3cut.net_.txt,"Ustedes trabajan para financiero, me está llamando en ese de abogados, no entiendo.",,,,,EXPOSICION_DEUDA
34872,1557,11,20250519-102015_903015975_FOHCASTI_lsotelom_70869915_CE05-all-_mp3cut.net_.txt,"escucha, mi estimado.",,,,APERTURA,FORMALIZACION_PAGO
34986,1563,5,20250519-110839_945064237_FOHCASTI_lsotelom_40266131_CN70-all-_mp3cut.net_.txt,Disculpe. ¿Usted conoce o tiene algún parentesco con el señor Jimmy Palma Collantes?,,,,APERTURA,
34987,1563,6,20250519-110839_945064237_FOHCASTI_lsotelom_40266131_CN70-all-_mp3cut.net_.txt,"Soy mi trabajador, con hace 8 años, creo.",,,,,
34988,1563,7,20250519-110839_945064237_FOHCASTI_lsotelom_40266131_CN70-all-_mp3cut.net_.txt,"Entiendo. ¿Usted, disculpe, cuenta con algún número para poder contactarme directamente con él?",,,,,
34989,1563,8,20250519-110839_945064237_FOHCASTI_lsotelom_40266131_CN70-all-_mp3cut.net_.txt,"Yo le di un representante de ustedes, pero tengo, te vuelvo vuelvo a pasar.",,,,,FORMALIZACION_PAGO
35067,1566,5,20250519-113818_932581046_FOHCASTI_cmendozav_41570002_INCALL-all-_mp3cut.net_.txt,"¿Desde cuándo estuvo mal de salud su madre, disculpe?",,,,NEGOCIACION_ACUERDO,APERTURA
35102,1568,1,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,César Espinoza.,,,,,APERTURA
35138,1568,37,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"el número del número corporativo, en lo cual usted me escribe cualquier duda o consulta que tenga y yo le estaría regresando la llamada por el sistema.",,,,APERTURA,
35139,1568,38,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,¿Qué cómo le lo han sacado el sistema?,,,,,
35140,1568,39,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"Claro, este número, Ya, ese número no se ha brindado a la financiera, estimado, es por eso que le estamos llamando.",,,,,
35141,1568,40,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,¿Número? Nunca le he yo nunca a este número lo he puesto al ni a la financiera ni a nadie. Este número yo nunca he dado.,,,,,
35142,1568,41,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"¿Este número que nos han brindado, estimado, el proceso de la llamada?",,,,,
35143,1568,42,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"Yo nunca he brindado este número a nadie, ni mi familia tiene este número.",,,,,
35144,1568,43,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,¿Cuál sería su lo relevante estimado con la pregunta?,,,,,
35145,1568,44,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"Claro, este, o sea, yo tengo otro número mío personal totalmente, pero es familia lo tiene. Nadie tiene usted, no sé.",,,,,
35146,1568,45,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"¿A cuál número le puedo mandar la información detallada, entonces, estimado?",,,,,
35147,1568,46,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"Claro, número, pero por eso cada no me no me sirve la ¿Cómo consiguieron este número? Porque yo nunca doy a nadie, le vuelvo a decir, este número no lo tienen ni mi familia.",,,,,
35148,1568,47,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,¿Nos han brindado ese número estimado de la financiera para poder comunicarnos con usted?,,,,,
35149,1568,48,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"O como, de todas maneras, viendo el tema, porque Yo nunca he dado la financiera tampoco, a nadie, nadie tiene el número, nadie.",,,,,
35150,1568,49,20250519-114924_955215506_FOHCASTI_ellanosc_08181777_CE21-all-_mp3cut.net_.txt,"Entonces, me dicta un número para poder comunicarnos, estimado, si no quiere que le devuelva la llamada a este, ya que estos nos han brindado para poder contactarnos con usted.",,,,,
35284,1579,20,20250519-122904_959044180_FOHCASTI_mpalaciosc_41093174_CBHOLD-all-_mp3cut.net_.txt,"No, no, no, no, no, no la cuenta con la tarjeta.",,,,EXPOSICION_DEUDA,
35285,1579,21,20250519-122904_959044180_FOHCASTI_mpalaciosc_41093174_CBHOLD-all-_mp3cut.net_.txt,"Ya. Porque mire, si contara usted con la la tarjeta, podría hacer los pagos directamente en MinkaFarma, Minifarma, incluso en Macro o Promar, pero le voy a hacer otra consulta. Una persona que pudiera hacer el pago por usted directamente en",,,,,
35286,1579,22,20250519-122904_959044180_FOHCASTI_mpalaciosc_41093174_CBHOLD-all-_mp3cut.net_.txt,"No, yo he enviado, y he enviado y se les hace un poco fastidioso, en verdad, este, es incómodo, ¿no? Y que que, como es de sabor, hay veces ven la cola llena y una serie de cosas y no lo hace, Entonces, yo el día viernes estoy viajando a la ciudad de Cusco, por un tema de salud también, pues quisiera aprovechar nomás ya ese tema.",,,,,NEGOCIACION_ACUERDO
35319,1579,55,20250519-122904_959044180_FOHCASTI_mpalaciosc_41093174_CBHOLD-all-_mp3cut.net_.txt,"Ante cualquier duda o consulta, por favor, nos deje de comunicarse con nosotros a través de esa misma mensajería, es la única manera que tenemos para apoyarlo.",,,,FORMALIZACION_PAGO,CIERRE
35384,1583,6,20250519-125825_990576606_FOHCASTI_jgarciac_08277080_CN65-all-_mp3cut.net_.txt,"No, no, él no tiene celular. El el único que tengo celular soy yo. Por eso es que todavía aún, este",,,,VALIDACION_IDENTIDAD,
35385,1583,7,20250519-125825_990576606_FOHCASTI_jgarciac_08277080_CN65-all-_mp3cut.net_.txt,¿En qué horario puedo encontrar esperar al señor al señor César?,,,,,
35386,1583,8,20250519-125825_990576606_FOHCASTI_jgarciac_08277080_CN65-all-_mp3cut.net_.txt,"Él está él está por allá por vía Salvador, acompañando a un a su hermano que está delicado de salud.",,,,,
35387,1583,9,20250519-125825_990576606_FOHCASTI_jgarciac_08277080_CN65-all-_mp3cut.net_.txt,"Sí, claro, pero Por",,,,,
35388,1583,10,20250519-125825_990576606_FOHCASTI_jgarciac_08277080_CN65-all-_mp3cut.net_.txt,"eso es que la No, él no viene.",,,,,
35389,1583,11,20250519-125825_990576606_FOHCASTI_jgarciac_08277080_CN65-all-_mp3cut.net_.txt,Una comunicación con el señor.,,,,,FORMALIZACION_PAGO
35426,1584,18,20250519-130108_951547766_FOHCASTI_kavinazarh_09287211_CE32-all-_mp3cut.net_.txt,"¿No es personal, se puede cualquiera?",,,,VALIDACION_IDENTIDAD,
35427,1584,19,20250519-130108_951547766_FOHCASTI_kavinazarh_09287211_CE32-all-_mp3cut.net_.txt,"No, no puede cualquiera, puede ir un un familiar al cual usted encargue para que haga el reporte.",,,,,VALIDACION_IDENTIDAD
35578,1589,14,20250519-142219_985196091_FOHCASTI_mpalaciosc_CN65-all-_mp3cut.net_.txt,"Sí, por favor. Muchísimas gracias.",,,,VALIDACION_IDENTIDAD,CIERRE
35614,1591,7,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"Ya, pero ya ya le di el número, pues.",,,,VALIDACION_IDENTIDAD,
35615,1591,8,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"No, no, señora, pero es que la comunicación es directamente con usted porque la tarjeta está",,,,,NEGOCIACION_ACUERDO
35653,1591,46,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"Ya. De igual manera, nos ¿Qué? Proceso de cobranza no se detiene, señorita East.",,,,ADVERTENCIAS,
35654,1591,47,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"Sí, dígame.",,,,,
35655,1591,48,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"Ay,",,,,,
35656,1591,49,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"sí, te agradezco.",,,,,
35657,1591,50,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"Señorita Erick,",,,,,
35658,1591,51,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,nos vamos,,,,,
35659,1591,52,20250519-144428_937287336_FOHCASTI_mpalaciosc_48319029_CE21-all-_mp3cut.net_.txt,"a comunicar nuevamente con usted, proceso de cobranza no se detiene, Solicítele apoyo a la persona que usted indica que hizo el consumo de su tarjeta.",,,,,ADVERTENCIAS
35666,1594,3,20250519-145135_954269237_FOHCASTI_lsotelom_48271007_INCALL-all-_mp3cut.net_.txt,"Ya. En este caso, ya se le envió el documento correspondiente para que usted pueda efectuar su pago, estimada?",,,,APERTURA,CONSULTA_ACEPTACION
35756,1597,13,20250519-151302_927336698_FOHCASTI_ellanosc_43599627_CE21-all-_mp3cut.net_.txt,"La estimado, su cuenta se ha trasladado a un estudio de cobranza. Si usted se acerca a la financiera, igualmente, le van a trasladar a nuestro estudio. Simplemente, nosotros se encarga se encarga de hacer una conciliación.",,,,NEGOCIACION_ACUERDO,
35794,1600,10,20250519-154906_993379036_FOHCASTI_lsotelom_09697528_CN65-all-_mp3cut.net_.txt,"¿Cómo está, señora Amparo? ¿Qué tal? Sí. ¿Me indica usted que anteriormente ya se contactó con una asesora? Brindaron en este caso la información.",,,,VALIDACION_IDENTIDAD,
35795,1600,11,20250519-154906_993379036_FOHCASTI_lsotelom_09697528_CN65-all-_mp3cut.net_.txt,"Me ha dado una facilidad ya. Yo no le he dado una respuesta tal día porque no lo tengo el dinero, yo tengo que esperar una cosa para yo, porque sé la responsabilidad de trabajo con tarjeta",,,,,NEGOCIACION_ACUERDO
35923,1607,8,20250519-162012_966567661_FOHCASTI_lsotelom_03881655_CE21-all-_mp3cut.net_.txt,"¿Usted cuánto se le importa que usted más más que todo me menciona que ha consumido, señora Rosa?",,,,NEGOCIACION_ACUERDO,
36092,1614,9,20250519-163254_973683615_FOHCASTI_acachiv_29390110_CN65-all-_mp3cut.net_.txt,"Vale, entiendo Esposa más o menos. Entiendo, pero dentro de No, es",,,,VALIDACION_IDENTIDAD,CIERRE
36215,1621,8,20250519-164726_958041535_FOHCASTI_acachiv_80609139_CN65-all-_mp3cut.net_.txt,¿Usted no es Jorge? Cuello Castillo?,,,,VALIDACION_IDENTIDAD,
36216,1621,9,20250519-164726_958041535_FOHCASTI_acachiv_80609139_CN65-all-_mp3cut.net_.txt,"5 5 7, sí.",,,,,
36217,1621,10,20250519-164726_958041535_FOHCASTI_acachiv_80609139_CN65-all-_mp3cut.net_.txt,"Ah, lo entiendo. ¿No es Jorge Cuello Castillo?",,,,,APERTURA
36301,1624,37,20250519-165920_964286870_FOHCASTI_rcasass_20030546_CE21-all-_mp3cut.net_.txt,"Ajá. No le estamos indicando que cancele el total, señor Melgar.",,,,VALIDACION_IDENTIDAD,
36302,1624,38,20250519-165920_964286870_FOHCASTI_rcasass_20030546_CE21-all-_mp3cut.net_.txt,"Ya. Bueno, si no hay manera. Igual ya vamos",,,,,CIERRE
36837,1645,59,20250519-174021_902751408_FOHCASTI_mpalaciosc_45849615_CE38-all-_mp3cut.net_.txt,"el plan de que usted? Ya. No, yo lo guardé como o.",,,,CONSULTA_ACEPTACION,
36838,1645,60,20250519-174021_902751408_FOHCASTI_mpalaciosc_45849615_CE38-all-_mp3cut.net_.txt,"Ya. No, pero en el mensaje que le le dejaron ¿No tiene nombre?",,,,,
36839,1645,61,20250519-174021_902751408_FOHCASTI_mpalaciosc_45849615_CE38-all-_mp3cut.net_.txt,"No, no, es que no, ya no, este, está, este, se formateo el celular, pero no se borraron. ¿No?",,,,,VALIDACION_IDENTIDAD
37413,1669,13,20250520-082143_975024411_FOHCASTI_lsotelom_09227636_CE21-all-_mp3cut.net_.txt,"Bueno, en todo caso, yo le sugiero que trate de apersonarse, estimado.",,,,NEGOCIACION_ACUERDO,
37588,1680,16,20250520-084157_948631055_FOHCASTI_ellanosc_43006762_CN65-all-_mp3cut.net_.txt,Juan López Castillo.,,,,VALIDACION_IDENTIDAD,
37589,1680,17,20250520-084157_948631055_FOHCASTI_ellanosc_43006762_CN65-all-_mp3cut.net_.txt,"Sí. So,",,,,,NEGOCIACION_ACUERDO
37709,1691,6,20250520-093348_959476811_FOHCASTI_ialcalal_06249318_CE38-all-_mp3cut.net_.txt,"Ajá. ¿Sí? Bueno. Sí, bueno Sí, vamos a salir en unos días, en unos días vamos a salir en unos de nuevo en la televisión, ¿no? Ajá. Por eso estamos en una lucha muerta, ¿no? Casi todo lo demás está consagrada a pelearnos a muerte, ¿no? Antes que muera mi hijo en breve, ¿no?",,,,ADVERTENCIAS,
37710,1691,7,20250520-093348_959476811_FOHCASTI_ialcalal_06249318_CE38-all-_mp3cut.net_.txt,"Ah. Gracias, señorita. De todas maneras, igual quiero dar No,",,,,,ADVERTENCIAS
37719,1692,1,20250520-094701_939363196_FOHCASTI_jgarciac_INCALL-all-_mp3cut.net_.txt,Cambiarte a,,,,,APERTURA
37885,1700,13,20250520-105144_961028050_FOHCASTI_mpaivan_21514210_CE16-all-_mp3cut.net_.txt,"de de Rosimar, ya no.",,,,FORMALIZACION_PAGO,
37886,1700,14,20250520-105144_961028050_FOHCASTI_mpaivan_21514210_CE16-all-_mp3cut.net_.txt,Ya no.,,,,,
37887,1700,15,20250520-105144_961028050_FOHCASTI_mpaivan_21514210_CE16-all-_mp3cut.net_.txt,"Al a a, este, donde yo he estado enviando, mejor dicho, los váucher, ahí ya no, ya.",,,,,FORMALIZACION_PAGO
37953,1704,16,20250520-111455_943956239_FOHCASTI_rcasass_21258191_INCALL-all-_mp3cut.net_.txt,Ya. ¿Para qué fecha en,,,,FORMALIZACION_PAGO,
37954,1704,17,20250520-111455_943956239_FOHCASTI_rcasass_21258191_INCALL-all-_mp3cut.net_.txt,"todo caso podría conseguir ese monto, señor Alfredo?",,,,,NEGOCIACION_ACUERDO
38359,1726,21,20250520-141851_955165136_FOHCASTI_kmontesm_CBHOLD-all-_mp3cut.net_.txt,¿En qué horario estaría realizando el pago?,,,,APERTURA,
38360,1726,22,20250520-141851_955165136_FOHCASTI_kmontesm_CBHOLD-all-_mp3cut.net_.txt,"¿Cómo estás? En la en la en, este, Plaza Vea.",,,,,NEGOCIACION_ACUERDO
38402,1729,12,20250520-143106_969856883_FOHCASTI_rcasass_25499094_CE21-all-_mp3cut.net_.txt,"Ya yo les di su teléfono para que se comuniquen con él. Yo ya le dije, paga lo que tienes que pagar, porque no quiero tener problemas. Ahora, él tiene que hacerse responsable, hace como me llaman a mí, llámenlo a él, a mí ya no me llamen, llámenlo a él para que Ya,",,,,NEGOCIACION_ACUERDO,
38403,1729,13,20250520-143106_969856883_FOHCASTI_rcasass_25499094_CE21-all-_mp3cut.net_.txt,él lo está asesorando ahí sin falta. Me acerco a la persona encargada con su hijo. ¿A qué le hablan?,,,,,
38495,1736,13,20250520-144546_930332867_FOHCASTI_mpalaciosc_CE09-all-_mp3cut.net_.txt,"Señorita, este, no sé si ustedes tienen registrados, yo ya comuniqué cuál es el tío de los motivos. Entonces, yo le voy a estar repitiendo, cada vez que ustedes me llamen o me llamen, les voy a estar descontando la misma el mismo tema.",,,,NEGOCIACION_ACUERDO,
38496,1736,14,20250520-144546_930332867_FOHCASTI_mpalaciosc_CE09-all-_mp3cut.net_.txt,"Le consulto. ¿Tiene usted intenciones de una solución a su caso, señor?",,,,,NEGOCIACION_ACUERDO
38720,1744,8,20250520-150448_943378311_FOHCASTI_mpalaciosc_73032051_CE21-all-_mp3cut.net_.txt,"No, señor, ya nos hemos comunicado con usted, señor Segundo",,,,NEGOCIACION_ACUERDO,
38721,1744,9,20250520-150448_943378311_FOHCASTI_mpalaciosc_73032051_CE21-all-_mp3cut.net_.txt,"No me lo he equivocado, señora.",,,,,
38722,1744,10,20250520-150448_943378311_FOHCASTI_mpalaciosc_73032051_CE21-all-_mp3cut.net_.txt,"Señor, el número le pertenece al señor No",,,,,
38723,1744,11,20250520-150448_943378311_FOHCASTI_mpalaciosc_73032051_CE21-all-_mp3cut.net_.txt,"me lo he equivocado, No, número equivocado. Bien, señor Número equivocado.",,,,,EXPOSICION_DEUDA
38761,1747,7,20250520-151601_948819076_FOHCASTI_ellanosc_19530563_CN65-all-_mp3cut.net_.txt,"Sí, le voy a brindar un número para que no se pueda escribir. ¿Podría comunicarse al 9 0 2?",,,,VALIDACION_IDENTIDAD,
38762,1747,8,20250520-151601_948819076_FOHCASTI_ellanosc_19530563_CN65-all-_mp3cut.net_.txt,"A ver, un ratito, un ratito para dar.",,,,,NEGOCIACION_ACUERDO
39036,1761,10,20250520-154946_981423317_FOHCASTI_rcasass_15426621_INCALL-all-_mp3cut.net_.txt,"Comuniqué con ellos directamente y y estoy viendo la promoción para yo poder cancelar. De hecho, no le había yo tengo intención de pagar mi tarjeta.",,,,APERTURA,
39037,1761,11,20250520-154946_981423317_FOHCASTI_rcasass_15426621_INCALL-all-_mp3cut.net_.txt,Ese es,,,,,
39038,1761,12,20250520-154946_981423317_FOHCASTI_rcasass_15426621_INCALL-all-_mp3cut.net_.txt,"el monto que le he buscado, señor. ¿No? Para poder Aunque usted me amenace con ir a mi casa en verdad, por 1300, señor. ¿Me van a mandar? Por favor.",,,,,
39039,1761,13,20250520-154946_981423317_FOHCASTI_rcasass_15426621_INCALL-all-_mp3cut.net_.txt,"Claro, señora, pero queremos es llevar a una constitución, eso lo como tratando de hacer, ajá, somos tratando",,,,,NEGOCIACION_ACUERDO
39046,1761,20,20250520-154946_981423317_FOHCASTI_rcasass_15426621_INCALL-all-_mp3cut.net_.txt,"a aceptar, señora, no se preocupe, yo estoy atrasándome viendo las promociones directamente con de cobranza y Tarjeta OH!ro. No se preocupe. Ay, amigo, dame paciencia, Miriam.",,,,FORMALIZACION_PAGO,
39192,1768,28,20250520-160147_941938446_FOHCASTI_mpalaciosc_03132232_CE09-all-_mp3cut.net_.txt,"Proceso de cobranza, no se puede hablar ahí Probablemente",,,,NEGOCIACION_ACUERDO,
39254,1770,14,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,¿Cómo que no sabe? ¿Quién sabe?,,,,VALIDACION_IDENTIDAD,
39255,1770,15,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,No lo soy.,,,,,
39256,1770,16,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,"Señor, usted me acaba de decir que es el señor Sabasa Aquino Bazán. ¿No",,,,,
39257,1770,17,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,lo soy?,,,,,
39258,1770,18,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,¿Cómo quién no sabe?,,,,,APERTURA
39262,1770,22,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,Eso no es el señor Sabaja Aquino. No.,,,,APERTURA,
39263,1770,23,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,¿Y por,,,,,
39264,1770,24,20250520-160424_998276439_FOHCASTI_ialcalal_08433167_INCALL-all-_mp3cut.net_.txt,qué dice que sí es?,,,,,
39424,1779,28,20250520-165122_986590028_FOHCASTI_kavinazarh_10424717_CE09-all-_mp3cut.net_.txt,"Aquí no hay ningún trabajando ninguna señora Lidia, señora Nira.",,,,VALIDACION_IDENTIDAD,
39425,1779,29,20250520-165122_986590028_FOHCASTI_kavinazarh_10424717_CE09-all-_mp3cut.net_.txt,"Ya, se lo voy a verificar y se lo voy a enviar. A ver, espérese un rato. No me están al financiera o Necesito pasar por ello. A",,,,,
39426,1779,30,20250520-165122_986590028_FOHCASTI_kavinazarh_10424717_CE09-all-_mp3cut.net_.txt,"ver, espéreme.",,,,,
39427,1779,31,20250520-165122_986590028_FOHCASTI_kavinazarh_10424717_CE09-all-_mp3cut.net_.txt,"Estupi,",,,,,
39456,1781,19,20250520-165459_926990798_FOHCASTI_mpalaciosc_CE38-all-_mp3cut.net_.txt,"Le estoy llamando del área judicial del estudio jurídico CR abogado, señora, para brindarle una información a la señora Balbina.",,,,FORMALIZACION_PAGO,
39457,1781,20,20250520-165459_926990798_FOHCASTI_mpalaciosc_CE38-all-_mp3cut.net_.txt,"¿De de, o sea, para qué es para que hables, porque ella no no se encuentra acá.",,,,,APERTURA
39815,1798,1,20250520-173123_951362029_FOHCASTI_jgarciac_16709677_CE38-all-_mp3cut.net_.txt,Tardes. ¿Con Javier?,,,,,APERTURA
39902,1802,1,20250520-173806_938708883_FOHCASTI_ellanosc_01013116_CE21-all-_mp3cut.net_.txt,"Ay, no",,,,,APERTURA
40216,1813,7,20250521-080253_929590983_FOHCASTI_ialcalal_42360586_CE21-all-_mp3cut.net_.txt,"¿Usted usted se acercó a la financiera, dice?",,,,ADVERTENCIAS,APERTURA
40226,1813,17,20250521-080253_929590983_FOHCASTI_ialcalal_42360586_CE21-all-_mp3cut.net_.txt,¿Puedo acercarme al banco?,,,,EXPOSICION_DEUDA,
40227,1813,18,20250521-080253_929590983_FOHCASTI_ialcalal_42360586_CE21-all-_mp3cut.net_.txt,"Me, usted puede ir a la financiera, pero la, pero como su caso ya pasó jurídico, la financiera lo va a a enviar otra vez para",,,,,
40228,1813,19,20250521-080253_929590983_FOHCASTI_ialcalal_42360586_CE21-all-_mp3cut.net_.txt,"el estudio. Ajá. Este, señor, yo",,,,,EXPOSICION_DEUDA
